mz,id,ion,example,formula
751.53598,MGDG 34:3,[M-H]-,"MGDG(16:1(9Z)/18:2(6Z,9Z))",C43H76O10
752.45025,PS 34:5,[M-H]-,"GPSer(20:4(5Z,8Z,11Z,14Z)/14:1(9Z))",C40H68NO10P
752.49826,ST 32:0,[M-H]-,Sulfatide(d16:0/16:0),C38H75NO11S
752.51742,CL 76:7,[M-2H](2-),CL(18:0/18:0/22:5/18:2),C85H152O17P2
752.52306,PE 37:4,[M-H]-,"GPEtn(20:4(5Z,8Z,11Z,14Z)/17:0)",C42H76NO8P
752.55944,plasmenyl-PE 38:3,[M-H]-,"PE(P-18:0/20:3(5Z,8Z,11Z))",C43H80NO7P
753.38838,SQDG 30:6,[M-H]-,"SQDG(8:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))",C39H62O12S
753.45544,PI 28:0,[M-H]-,GPIns(3:0/25:0),C37H71O13P
753.47063,PG 35:5,[M-H]-,"GPGro(20:5(5Z,8Z,11Z,14Z,17Z)/15:0)",C41H71O10P
753.52524,CL 76:6,[M-2H](2-),CL(20:0/20:0/22:6/14:0),C85H154O17P2
753.54345,PA 40:3,[M-H]-,"GPA(20:1(11E)/20:2(11Z,14Z))",C43H79O8P
753.55168,MGDG 34:2,[M-H]-,"MGDG(18:2(2E,4E)/16:0)",C43H78O10
754.46593,PS 34:4,[M-H]-,"GPSer(18:4(9E,11E,13E,15E)/16:0)",C40H70NO10P
754.53307,CL 76:5,[M-2H](2-),CL(22:0/14:0/22:5/18:0),C85H156O17P2
754.53869,PE 37:3,[M-H]-,"GPEtn(22:2(13Z,16Z)/15:1(9Z))",C42H78NO8P
754.57507,plasmenyl-PE 38:2,[M-H]-,"PE(P-16:0/22:2(13Z,16Z))",C43H82NO7P
754.61144,CerP 44:2,[M-H]-,CerP(d18:1(4E)/26:1(17Z)),C44H86NO6P
755.37713,PI 29:6,[M-H]-,"GPIns(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/7:0)",C38H61O13P
755.38543,DGDG 23:5,[M-H]-,"DGDG(20:5(5Z,8Z,11Z,14Z,17Z)/3:0)",C38H60O15
755.40405,SQDG 30:5,[M-H]-,"SQDG(10:0/20:5(5Z,8Z,11Z,14Z,17Z))",C39H64O12S
755.48632,PG 35:4,[M-H]-,"GPGro(18:2(2E,4E)/17:2(9Z,12Z))",C41H73O10P
755.54089,CL 76:4,[M-2H](2-),CL(22:0/14:0/20:4/20:0),C85H158O17P2
755.55907,PA 40:2,[M-H]-,"GPA(20:0/20:2(5Z,8Z))",C43H81O8P
755.56731,MGDG 34:1,[M-H]-,MGDG(19:0/15:1(9Z)),C43H80O10
756.46044,PE 38:9,[M-H]-,"GPEtn(18:4(6Z,9Z,12Z,15Z)/20:5(5Z,8Z,11Z,14Z,17Z))",C43H68NO8P
756.48156,PS 34:3,[M-H]-,"GPSer(20:2(11Z,14Z)/14:1(9Z))",C40H72NO10P
756.54872,CL 76:3,[M-2H](2-),CL(20:0/18:1/20:2/18:0),C85H160O17P2
756.55431,PE 37:2,[M-H]-,GPEtn(17:1(9Z)/20:1(11E)),C42H80NO8P
756.59069,plasmenyl-PE 38:1,[M-H]-,PE(P-20:0/18:1(11E)),C43H84NO7P
756.62713,CerP 44:1,[M-H]-,CerP(d18:0/26:1(17Z)),C44H88NO6P
757.39281,PI 29:5,[M-H]-,"GPIns(20:5(5Z,8Z,11Z,14Z,17Z)/9:0)",C38H63O13P
757.40108,DGDG 23:4,[M-H]-,"DGDG(3:0/20:4(7E,10E,13E,16E))",C38H62O15
757.41968,SQDG 30:4,[M-H]-,"SQDG(12:0/18:4(9E,11E,13E,15E))",C39H66O12S
757.46264,CL 78:16,[M-2H](2-),CL(18:3/16:1/22:6/22:6),C87H138O17P2
757.50195,PG 35:3,[M-H]-,"GPGro(18:1(7Z)/17:2(9Z,12Z))",C41H75O10P
757.55654,CL 76:2,[M-2H](2-),CL(20:0/22:0/16:1/18:1),C85H162O17P2
757.57476,PA 40:1,[M-H]-,GPA(18:1(13Z)/22:0),C43H83O8P
757.58298,MGDG 34:0,[M-H]-,MGDG(16:0/18:0),C43H82O10
758.47047,CL 78:15,[M-2H](2-),CL(18:3/20:4/22:6/18:2),C87H140O17P2
758.47607,PE 38:8,[M-H]-,"GPEtn(20:5(5Z,8Z,11Z,14Z,17Z)/18:3(9Z,12Z,15Z))",C43H70NO8P
758.49718,PS 34:2,[M-H]-,GPSer(18:1(7Z)/16:1(9Z)),C40H74NO10P
758.56437,CL 76:1,[M-2H](2-),CL(18:0/22:0/18:0/18:1),C85H164O17P2
758.57,PE 37:1,[M-H]-,GPEtn(22:1(13Z)/15:0),C42H82NO8P
758.60638,plasmenyl-PE 38:0,[M-H]-,PE(P-18:0/20:0),C43H86NO7P
758.64275,CerP 44:0,[M-H]-,CerP(d18:0/26:0),C44H90NO6P
759.40844,PI 29:4,[M-H]-,"GPIns(5:0/24:4(5Z,8Z,11Z,14Z))",C38H65O13P
759.41668,DGDG 23:3,[M-H]-,"DGDG(3:0/20:3(5Z,8Z,11Z))",C38H64O15
759.43538,SQDG 30:3,[M-H]-,"SQDG(12:0/18:3(6Z,9Z,12Z))",C39H68O12S
759.47829,CL 78:14,[M-2H](2-),CL(18:3/20:3/18:3/22:5),C87H142O17P2
759.50478,MGDG 35:6,[M-H]-,"MGDG(17:2(9Z,12Z)/18:4(6Z,9Z,12Z,15Z))",C44H72O10
759.51763,PG 35:2,[M-H]-,GPGro(20:1(11Z)/15:1(9Z)),C41H77O10P
759.57219,CL 76:0,[M-2H](2-),CL(22:0/14:0/22:0/18:0),C85H166O17P2
759.59039,PA 40:0,[M-H]-,GPA(23:0/17:0),C43H85O8P
760.48612,CL 78:13,[M-2H](2-),CL(20:3/18:2/22:6/18:2),C87H144O17P2
760.49175,PE 38:7,[M-H]-,"GPEtn(18:3(9Z,12Z,15Z)/20:4(5Z,8Z,11Z,14Z))",C43H72NO8P
760.51287,PS 34:1,[M-H]-,GPSer(17:1(9Z)/17:0),C40H76NO10P
760.58562,PE 37:0,[M-H]-,GPEtn(11:0/26:0),C42H84NO8P
761.42413,PI 29:3,[M-H]-,"GPIns(11:0/18:3(6Z,9Z,12Z))",C38H67O13P
761.43238,DGDG 23:2,[M-H]-,"DGDG(18:2(9E,12E)/5:0)",C38H66O15
761.43938,PG 36:8,[M-H]-,"GPGro(18:4(6Z,9Z,12Z,15Z)/18:4(6Z,9Z,12Z,15Z))",C42H67O10P
761.45098,SQDG 30:2,[M-H]-,SQDG(14:1(9Z)/16:1(7Z)),C39H70O12S
761.49394,CL 78:12,[M-2H](2-),CL(18:3/18:1/22:6/20:2),C87H146O17P2
761.51214,PA 41:6,[M-H]-,"GPA(24:4(5Z,8Z,11Z,14Z)/17:2(9Z,12Z))",C44H75O8P
761.52038,MGDG 35:5,[M-H]-,"MGDG(17:2(9Z,12Z)/18:3(9Z,12Z,15Z))",C44H74O10
761.53326,PG 35:1,[M-H]-,GPGro(16:1(7Z)/19:0),C41H79O10P
762.48261,ST 33:2,[M-H]-,Sulfatide(d15:1(4E)/18:1(9Z)),C39H73NO11S
762.50177,CL 78:11,[M-2H](2-),CL(18:3/20:0/18:3/22:5),C87H148O17P2
762.50738,PE 38:6,[M-H]-,"GPEtn(18:2(9E,12E)/20:4(5Z,8Z,11Z,14Z))",C43H74NO8P
762.5285,PS 34:0,[M-H]-,GPSer(21:0/13:0),C40H78NO10P
763.43975,PI 29:2,[M-H]-,"GPIns(18:2(9E,12E)/11:0)",C38H69O13P
763.44798,DGDG 23:1,[M-H]-,DGDG(18:1(11E)/5:0),C38H68O15
763.45501,PG 36:7,[M-H]-,"GPGro(18:4(6Z,9Z,12Z,15Z)/18:3(9Z,12Z,15Z))",C42H69O10P
763.46658,SQDG 30:1,[M-H]-,SQDG(8:0/22:1(13Z)),C39H72O12S
763.50959,CL 78:10,[M-2H](2-),CL(20:2/20:2/20:4/18:2),C87H150O17P2
763.52776,PA 41:5,[M-H]-,"GPA(22:5(7Z,10Z,13Z,16Z,19Z)/19:0)",C44H77O8P
763.53598,MGDG 35:4,[M-H]-,"MGDG(18:4(6Z,9Z,12Z,15Z)/17:0)",C44H76O10
763.54894,PG 35:0,[M-H]-,GPGro(14:0/21:0),C41H81O10P
764.45025,PS 35:6,[M-H]-,"GPSer(17:2(9Z,12Z)/18:4(6Z,9Z,12Z,15Z))",C41H68NO10P
764.49826,ST 33:1,[M-H]-,Sulfatide(d19:1(4E)/14:0),C39H75NO11S
764.51742,CL 78:9,[M-2H](2-),CL(22:0/16:0/18:3/22:6),C87H152O17P2
764.52306,PE 38:5,[M-H]-,"GPEtn(20:4(5Z,8Z,11Z,14Z)/18:1(9E))",C43H76NO8P
765.44952,PA 42:11,[M-H]-,"GPA(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/20:5(5Z,8Z,11Z,14Z,17Z))",C45H67O8P
765.45544,PI 29:1,[M-H]-,GPIns(13:0/16:1(9Z)),C38H71O13P
765.46368,DGDG 23:0,[M-H]-,DGDG(2:0/21:0),C38H70O15
765.47063,PG 36:6,[M-H]-,"GPGro(18:2(9Z,12Z)/18:4(9E,11E,13E,15E))",C42H71O10P
765.48228,SQDG 30:0,[M-H]-,SQDG(17:0/13:0),C39H74O12S
765.52524,CL 78:8,[M-2H](2-),CL(18:2/20:0/22:6/18:0),C87H154O17P2
765.54345,PA 41:4,[M-H]-,"GPA(20:4(5E,8E,11E,14E)/21:0)",C44H79O8P
765.55168,MGDG 35:3,[M-H]-,"MGDG(17:2(9Z,12Z)/18:1(11Z))",C44H78O10
766.46593,PS 35:5,[M-H]-,"GPSer(17:1(9Z)/18:4(9E,11E,13E,15E))",C41H70NO10P
766.51391,ST 33:0,[M-H]-,Sulfatide(d15:0/18:0),C39H77NO11S
766.53307,CL 78:7,[M-2H](2-),CL(20:0/18:2/20:3/20:2),C87H156O17P2
766.53869,PE 38:4,[M-H]-,"GPEtn(20:3(5Z,8Z,11Z)/18:1(9E))",C43H78NO8P
767.38543,DGDG 24:6,[M-H]-,"DGDG(2:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))",C39H60O15
767.40405,SQDG 31:6,[M-H]-,"SQDG(9:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))",C40H64O12S
767.4652,PA 42:10,[M-H]-,"GPA(20:4(5E,8E,11E,14E)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))",C45H69O8P
767.47106,PI 29:0,[M-H]-,GPIns(18:0/11:0),C38H73O13P
767.48632,PG 36:5,[M-H]-,"GPGro(18:1(9Z)/18:4(6Z,9Z,12Z,15Z))",C42H73O10P
767.54089,CL 78:6,[M-2H](2-),CL(20:1/18:2/20:2/20:1),C87H158O17P2
767.55907,PA 41:3,[M-H]-,"GPA(24:1(15Z)/17:2(9Z,12Z))",C44H81O8P
767.56731,MGDG 35:2,[M-H]-,"MGDG(26:2(5Z,9Z)/9:0)",C44H80O10
768.48156,PS 35:4,[M-H]-,"GPSer(18:3(6Z,9Z,12Z)/17:1(9Z))",C41H72NO10P
768.54872,CL 78:5,[M-2H](2-),CL(20:1/20:0/20:3/18:1),C87H160O17P2
768.55431,PE 38:3,[M-H]-,"GPEtn(18:2(2E,4E)/20:1(11E))",C43H80NO8P
768.62713,CerP 45:2,[M-H]-,CerP(d19:1(4E)/26:1(17Z)),C45H88NO6P
769.39281,PI 30:6,[M-H]-,"GPIns(8:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))",C39H63O13P
769.40108,DGDG 24:5,[M-H]-,"DGDG(2:0/22:5(4Z,7Z,10Z,13Z,16Z))",C39H62O15
769.41968,SQDG 31:5,[M-H]-,"SQDG(9:0/22:5(7Z,10Z,13Z,16Z,19Z))",C40H66O12S
769.46264,CL 80:18,[M-2H](2-),CL(18:3/22:6/22:6/18:3),C89H138O17P2
769.48083,PA 42:9,[M-H]-,"GPA(22:5(4Z,7Z,10Z,13Z,16Z)/20:4(7E,10E,13E,16E))",C45H71O8P
769.48908,MGDG 36:8,[M-H]-,"MGDG(18:4(6Z,9Z,12Z,15Z)/18:4(6Z,9Z,12Z,15Z))",C45H70O10
769.50195,PG 36:4,[M-H]-,"GPGro(18:2(9Z,11Z)/18:2(9E,10E))",C42H75O10P
769.55654,CL 78:4,[M-2H](2-),CL(18:0/22:0/20:3/18:1),C87H162O17P2
769.57476,PA 41:2,[M-H]-,"GPA(23:0/18:2(2E,4E))",C44H83O8P
769.58298,MGDG 35:1,[M-H]-,MGDG(19:0/16:1(9Z)),C44H82O10
770.47047,CL 80:17,[M-2H](2-),CL(20:4/18:3/22:6/20:4),C89H140O17P2
770.49718,PS 35:3,[M-H]-,"GPSer(20:2(11Z,14Z)/15:1(9Z))",C41H74NO10P
770.56437,CL 78:3,[M-2H](2-),CL(20:0/22:0/18:1/18:2),C87H164O17P2
770.57,PE 38:2,[M-H]-,GPEtn(20:1(11E)/18:1(17Z)),C43H82NO8P
770.64275,CerP 45:1,[M-H]-,CerP(d19:1(4E)/26:0),C45H90NO6P
771.40844,PI 30:5,[M-H]-,"GPIns(8:0/22:5(4Z,7Z,10Z,13Z,16Z))",C39H65O13P
771.41668,DGDG 24:4,[M-H]-,"DGDG(18:4(9E,11E,13E,15E)/6:0)",C39H64O15
771.43538,SQDG 31:4,[M-H]-,"SQDG(13:0/18:4(9E,11E,13E,15E))",C40H68O12S
771.47829,CL 80:16,[M-2H](2-),CL(22:5/14:0/22:5/22:6),C89H142O17P2
771.49651,PA 42:8,[M-H]-,"GPA(22:4(7Z,10Z,13Z,16Z)/20:4(7E,10E,13E,16E))",C45H73O8P
771.50478,MGDG 36:7,[M-H]-,"MGDG(18:4(9E,11E,13E,15E)/18:3(9Z,12Z,15Z))",C45H72O10
771.51763,PG 36:3,[M-H]-,"GPGro(18:3(9Z,12Z,15Z)/18:0)",C42H77O10P
771.57219,CL 78:2,[M-2H](2-),CL(20:0/16:1/20:1/22:0),C87H166O17P2
771.59039,PA 41:1,[M-H]-,GPA(18:1(6Z)/23:0),C44H85O8P
771.59863,MGDG 35:0,[M-H]-,MGDG(20:0/15:0),C44H84O10
772.48612,CL 80:15,[M-2H](2-),CL(18:3/22:5/22:6/18:1),C89H144O17P2
772.49175,PE 39:8,[M-H]-,"GPEtn(17:2(9Z,12Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))",C44H72NO8P
772.51287,PS 35:2,[M-H]-,GPSer(17:1(9Z)/18:1(7Z)),C41H76NO10P
772.58002,CL 78:1,[M-2H](2-),CL(18:0/20:1/22:0/18:0),C87H168O17P2
772.58562,PE 38:1,[M-H]-,GPEtn(24:1(15Z)/14:0),C43H84NO8P
772.622,plasmenyl-PE 39:0,[M-H]-,PE(P-16:0/23:0),C44H88NO7P
772.65838,CerP 45:0,[M-H]-,CerP(d19:0/26:0),C45H92NO6P
773.42413,PI 30:4,[M-H]-,"GPIns(12:0/18:4(6Z,9Z,12Z,15Z))",C39H67O13P
773.43238,DGDG 24:3,[M-H]-,"DGDG(4:0/20:3(8Z,11Z,14Z))",C39H66O15
773.45098,SQDG 31:3,[M-H]-,"SQDG(13:0/18:3(9Z,12Z,15Z))",C40H70O12S
773.49394,CL 80:14,[M-2H](2-),CL(20:4/18:1/22:6/20:3),C89H146O17P2
773.51214,PA 42:7,[M-H]-,"GPA(20:1(11E)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))",C45H75O8P
773.52038,MGDG 36:6,[M-H]-,"MGDG(18:2(6Z,9Z)/18:4(9E,11E,13E,15E))",C45H74O10
773.53326,PG 36:2,[M-H]-,GPGro(20:1(11E)/16:1(7Z)),C42H79O10P
773.58784,CL 78:0,[M-2H](2-),CL(18:0/20:0/20:0/20:0),C87H170O17P2
773.60601,PA 41:0,[M-H]-,GPA(16:0/25:0),C44H87O8P
774.43462,PS 36:8,[M-H]-,"GPSer(18:4(6Z,9Z,12Z,15Z)/18:4(6Z,9Z,12Z,15Z))",C42H66NO10P
774.50177,CL 80:13,[M-2H](2-),CL(18:0/20:4/20:3/22:6),C89H148O17P2
774.50738,PE 39:7,[M-H]-,"GPEtn(17:2(9Z,12Z)/22:5(4Z,7Z,10Z,13Z,16Z))",C44H74NO8P
774.5285,PS 35:1,[M-H]-,GPSer(24:1(15Z)/11:0),C41H78NO10P
774.54375,plasmenyl-PE 40:6,[M-H]-,"PE(P-18:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))",C45H78NO7P
774.60131,PE 38:0,[M-H]-,GPEtn(18:0/20:0),C43H86NO8P
775.43975,PI 30:3,[M-H]-,"GPIns(10:0/20:3(5Z,8Z,11Z))",C39H69O13P
775.44798,DGDG 24:2,[M-H]-,"DGDG(7:0/17:2(9Z,12Z))",C39H68O15
775.46658,SQDG 31:2,[M-H]-,"SQDG(13:0/18:2(9E,12E))",C40H72O12S
775.50959,CL 80:12,[M-2H](2-),CL(18:2/20:2/20:2/22:6),C89H150O17P2
775.52776,PA 42:6,[M-H]-,"GPA(18:2(9Z,11Z)/24:4(5Z,8Z,11Z,14Z))",C45H77O8P
775.53598,MGDG 36:5,[M-H]-,"MGDG(18:4(9E,11E,13E,15E)/18:1(11E))",C45H76O10
775.54894,PG 36:1,[M-H]-,GPGro(18:0/18:1(7Z)),C42H81O10P
776.45025,PS 36:7,[M-H]-,"GPSer(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/14:1(9Z))",C42H68NO10P
776.49826,ST 34:2,[M-H]-,Sulfatide(d16:1(4E)/18:1(9Z)),C40H75NO11S
776.51742,CL 80:11,[M-2H](2-),CL(18:0/18:0/22:6/22:5),C89H152O17P2
776.52306,PE 39:6,[M-H]-,"GPEtn(17:1(9Z)/22:5(4Z,7Z,10Z,13Z,16Z))",C44H76NO8P
776.54418,PS 35:0,[M-H]-,GPSer(22:0/13:0),C41H80NO10P
776.55944,plasmenyl-PE 40:5,[M-H]-,"PE(P-18:0/22:5(4Z,7Z,10Z,13Z,16Z))",C45H80NO7P
777.45544,PI 30:2,[M-H]-,"GPIns(8:0/22:2(13Z,16Z))",C39H71O13P
777.46368,DGDG 24:1,[M-H]-,DGDG(6:0/18:1(11Z)),C39H70O15
777.47063,PG 37:7,[M-H]-,"GPGro(17:2(9Z,12Z)/20:5(5Z,8Z,11Z,14Z,17Z))",C43H71O10P
777.48228,SQDG 31:1,[M-H]-,SQDG(18:1(9Z)/13:0),C40H74O12S
777.52524,CL 80:10,[M-2H](2-),CL(20:1/22:5/20:4/18:0),C89H154O17P2
777.54345,PA 42:5,[M-H]-,"GPA(22:1(13Z)/20:4(7E,10E,13E,16E))",C45H79O8P
777.55168,MGDG 36:4,[M-H]-,"MGDG(18:4(9E,11E,13E,15E)/18:0)",C45H78O10
777.56457,PG 36:0,[M-H]-,GPGro(15:0/21:0),C42H83O10P
778.46593,PS 36:6,[M-H]-,"GPSer(14:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))",C42H70NO10P
778.51391,ST 34:1,[M-H]-,Sulfatide(d14:1(4E)/20:0),C40H77NO11S
778.53307,CL 80:9,[M-2H](2-),CL(20:2/20:1/20:3/20:3),C89H156O17P2
778.53869,PE 39:5,[M-H]-,"GPEtn(19:0/20:5(5Z,8Z,11Z,14Z,17Z))",C44H78NO8P
778.57507,plasmenyl-PE 40:4,[M-H]-,"PE(P-20:0/20:4(5Z,8Z,11Z,14Z))",C45H82NO7P
779.47106,PI 30:1,[M-H]-,GPIns(20:1(11E)/10:0),C39H73O13P
779.47928,DGDG 24:0,[M-H]-,DGDG(15:0/9:0),C39H72O15
779.48632,PG 37:6,[M-H]-,"GPGro(15:1(9Z)/22:5(4Z,7Z,10Z,13Z,16Z))",C43H73O10P
779.49792,SQDG 31:0,[M-H]-,SQDG(10:0/21:0),C40H76O12S
779.54089,CL 80:8,[M-2H](2-),CL(22:0/20:4/20:3/18:1),C89H158O17P2
779.55907,PA 42:4,[M-H]-,"GPA(22:0/20:4(7E,10E,13E,16E))",C45H81O8P
779.56731,MGDG 36:3,[M-H]-,"MGDG(18:1(7Z)/18:2(9Z,12Z))",C45H80O10
780.48156,PS 36:5,[M-H]-,"GPSer(18:1(7Z)/18:4(6Z,9Z,12Z,15Z))",C42H72NO10P
780.52956,ST 34:0,[M-H]-,Sulfatide(d14:0/20:0),C40H79NO11S
780.54872,CL 80:7,[M-2H](2-),CL(22:0/16:0/20:2/22:5),C89H160O17P2
780.55431,PE 39:4,[M-H]-,"GPEtn(18:4(6Z,9Z,12Z,15Z)/21:0)",C44H80NO8P
780.59069,plasmenyl-PE 40:3,[M-H]-,"PE(P-20:0/20:3(5Z,8Z,11Z))",C45H84NO7P
781.40108,DGDG 25:6,[M-H]-,"DGDG(3:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))",C40H62O15
781.41968,SQDG 32:6,[M-H]-,"SQDG(10:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))",C41H66O12S
781.48669,PI 30:0,[M-H]-,GPIns(5:0/25:0),C39H75O13P
781.50195,PG 37:5,[M-H]-,"GPGro(17:2(9Z,12Z)/20:3(8Z,11Z,14Z))",C43H75O10P
781.55654,CL 80:6,[M-2H](2-),CL(20:0/20:0/22:5/18:1),C89H162O17P2
781.57476,PA 42:3,[M-H]-,"GPA(16:1(7Z)/26:2(5Z,9Z))",C45H83O8P
781.58298,MGDG 36:2,[M-H]-,"MGDG(18:2(9E,12E)/18:0)",C45H82O10
782.47047,CL 82:19,[M-2H](2-),CL(18:3/22:6/22:6/20:4),C91H140O17P2
782.47607,PE 40:10,[M-H]-,"GPEtn(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/18:4(9E,11E,13E,15E))",C45H70NO8P
782.49718,PS 36:4,[M-H]-,"GPSer(16:1(7Z)/20:3(8Z,11Z,14Z))",C42H74NO10P
782.56437,CL 80:5,[M-2H](2-),CL(20:1/20:0/20:2/20:2),C89H164O17P2
782.57,PE 39:3,[M-H]-,"GPEtn(19:0/20:3(8Z,11Z,14Z))",C44H82NO8P
782.60638,plasmenyl-PE 40:2,[M-H]-,"PE(P-20:0/20:2(11Z,14Z))",C45H86NO7P
783.40844,PI 31:6,[M-H]-,"GPIns(9:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))",C40H65O13P
783.41668,DGDG 25:5,[M-H]-,"DGDG(3:0/22:5(4Z,7Z,10Z,13Z,16Z))",C40H64O15
783.43538,SQDG 32:5,[M-H]-,"SQDG(10:0/22:5(7Z,10Z,13Z,16Z,19Z))",C41H68O12S
783.47829,CL 82:18,[M-2H](2-),CL(20:4/20:4/20:4/22:6),C91H142O17P2
783.51763,PG 37:4,[M-H]-,"GPGro(20:2(5Z,8Z)/17:2(9Z,12Z))",C43H77O10P
783.57219,CL 80:4,[M-2H](2-),CL(22:0/20:1/20:1/18:2),C89H166O17P2
783.59039,PA 42:2,[M-H]-,GPA(18:1(7Z)/24:1(15Z)),C45H85O8P
783.59863,MGDG 36:1,[M-H]-,MGDG(12:0/24:1(15Z)),C45H84O10
784.48612,CL 82:17,[M-2H](2-),CL(20:3/18:3/22:5/22:6),C91H144O17P2
784.49175,PE 40:9,[M-H]-,"GPEtn(20:5(5Z,8Z,11Z,14Z,17Z)/20:4(7E,10E,13E,16E))",C45H72NO8P
784.51287,PS 36:3,[M-H]-,"GPSer(18:1(11E)/18:2(6Z,9Z))",C42H76NO10P
784.58002,CL 80:3,[M-2H](2-),CL(22:0/18:2/18:1/22:0),C89H168O17P2
784.58562,PE 39:2,[M-H]-,"GPEtn(19:0/20:2(5Z,8Z))",C44H84NO8P
784.622,plasmenyl-PE 40:1,[M-H]-,PE(P-20:0/20:1(13Z)),C45H88NO7P
785.42413,PI 31:5,[M-H]-,"GPIns(22:5(7Z,10Z,13Z,16Z,19Z)/9:0)",C40H67O13P
785.43238,DGDG 25:4,[M-H]-,"DGDG(5:0/20:4(7E,10E,13E,16E))",C40H66O15
785.45098,SQDG 32:4,[M-H]-,"SQDG(14:0/18:4(6Z,9Z,12Z,15Z))",C41H70O12S
785.49394,CL 82:16,[M-2H](2-),CL(20:2/18:2/22:6/22:6),C91H146O17P2
785.52038,MGDG 37:7,[M-H]-,"MGDG(20:5(5Z,8Z,11Z,14Z,17Z)/17:2(9Z,12Z))",C46H74O10
785.53326,PG 37:3,[M-H]-,"GPGro(20:2(5Z,8Z)/17:1(9Z))",C43H79O10P
785.58784,CL 80:2,[M-2H](2-),CL(22:0/18:1/18:1/22:0),C89H170O17P2
785.60601,PA 42:1,[M-H]-,GPA(18:1(6Z)/24:0),C45H87O8P
785.61428,MGDG 36:0,[M-H]-,MGDG(12:0/24:0),C45H86O10
786.50177,CL 82:15,[M-2H](2-),CL(20:3/20:4/20:3/22:5),C91H148O17P2
786.50738,PE 40:8,[M-H]-,"GPEtn(18:3(6Z,9Z,12Z)/22:5(7Z,10Z,13Z,16Z,19Z))",C45H74NO8P
786.5285,PS 36:2,[M-H]-,GPSer(16:1(7Z)/20:1(13E)),C42H78NO10P
786.59567,CL 80:1,[M-2H](2-),CL(22:0/18:0/20:1/20:0),C89H172O17P2
786.60131,PE 39:1,[M-H]-,GPEtn(18:1(17Z)/21:0),C44H86NO8P
786.63769,plasmenyl-PE 40:0,[M-H]-,PE(P-20:0/20:0),C45H90NO7P
787.43975,PI 31:4,[M-H]-,"GPIns(13:0/18:4(6Z,9Z,12Z,15Z))",C40H69O13P
787.44798,DGDG 25:3,[M-H]-,"DGDG(7:0/18:3(9Z,12Z,15Z))",C40H68O15
787.45501,PG 38:9,[M-H]-,"GPGro(18:4(6Z,9Z,12Z,15Z)/20:5(5Z,8Z,11Z,14Z,17Z))",C44H69O10P
787.46658,SQDG 32:3,[M-H]-,"SQDG(14:1(9Z)/18:2(2E,4E))",C41H72O12S
787.50959,CL 82:14,[M-2H](2-),CL(22:5/18:1/22:5/20:3),C91H150O17P2
787.53598,MGDG 37:6,[M-H]-,"MGDG(17:2(9Z,12Z)/20:4(5E,8E,11E,14E))",C46H76O10
787.54894,PG 37:2,[M-H]-,GPGro(15:1(9Z)/22:1(13Z)),C43H81O10P
787.60349,CL 80:0,[M-2H](2-),CL(18:0/20:0/20:0/22:0),C89H174O17P2
787.6217,PA 42:0,[M-H]-,GPA(22:0/20:0),C45H89O8P
788.51742,CL 82:13,[M-2H](2-),CL(22:0/18:3/22:6/20:4),C91H152O17P2
788.52306,PE 40:7,[M-H]-,"GPEtn(18:2(9Z,11Z)/22:5(7Z,10Z,13Z,16Z,19Z))",C45H76NO8P
788.54418,PS 36:1,[M-H]-,GPSer(16:0/20:1(11Z)),C42H80NO10P
788.61694,PE 39:0,[M-H]-,GPEtn(16:0/23:0),C44H88NO8P
789.45544,PI 31:3,[M-H]-,"GPIns(11:0/20:3(8Z,11Z,14Z))",C40H71O13P
789.46368,DGDG 25:2,[M-H]-,"DGDG(7:0/18:2(9E,12E))",C40H70O15
789.47063,PG 38:8,[M-H]-,"GPGro(20:4(5Z,8Z,11Z,14Z)/18:4(9E,11E,13E,15E))",C44H71O10P
789.48228,SQDG 32:2,[M-H]-,"SQDG(17:2(9Z,12Z)/15:0)",C41H74O12S
789.52524,CL 82:12,[M-2H](2-),CL(20:3/20:1/20:3/22:5),C91H154O17P2
789.54345,PA 43:6,[M-H]-,"GPA(21:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))",C46H79O8P
789.55168,MGDG 37:5,[M-H]-,"MGDG(22:5(4Z,7Z,10Z,13Z,16Z)/15:0)",C46H78O10
789.56457,PG 37:1,[M-H]-,GPGro(20:1(13E)/17:0),C43H83O10P
790.46593,PS 37:7,[M-H]-,"GPSer(20:5(5Z,8Z,11Z,14Z,17Z)/17:2(9Z,12Z))",C43H70NO10P
